RBP,IS_K562,IS_HepG2,IS_avg,VS_K562,VS_HepG2,VS_avg
AARS,2.2764002040868077,NA,NA,0.5141012708946194,NA,NA
AATF,8.307950655698981,NA,NA,0.7671441359813993,NA,NA
ABCF1,1.9212676275232008,NA,NA,0.4582330442302239,NA,NA
ADAT1,7.0516814946703015,NA,NA,0.6934846459871706,NA,NA
AGGF1,26.99146445152407,21.150781160002463,23.720550548030097,0.8502189627419514,0.8129368709586804,0.8315779168503159
AKAP1,7.185041153761434,2.350490194985006,5.921482760328886,0.6016623690831299,0.32646547111936536,0.5379534744206411
AKAP8L,5.77033943692473,NA,NA,0.6962775010760722,NA,NA
APEX1,6.24224389840825,NA,NA,0.6857571513149975,NA,NA
APOBEC3C,5.475036780079427,NA,NA,0.6142484444984427,NA,NA
AQR,2.0996290383037457,1.741140538022445,1.9035971832824756,0.45335313242037145,0.3554598666530767,0.4044064995367241
BCCIP,NA,3.1694274481725175,NA,NA,0.47207928779822605,NA
BCLAF1,NA,2.321559319108147,NA,NA,0.4003727275111438,NA
BUD13,1.4584096869483598,1.5632861461720355,1.4398790078211765,0.20658909090355343,0.2873186628462272,0.1928432272320701
CDC40,NA,5.839435386500861,NA,NA,0.7161197503723643,NA
CPEB4,29.165063566174037,NA,NA,0.7819292500504353,NA,NA
CPSF6,4.77972405720251,NA,NA,0.6432441340743215,NA,NA
CSTF2,NA,7.119894583300552,NA,NA,0.7804699222556722,NA
CSTF2T,5.569904404715974,3.724525397415768,4.465956374367014,0.48802177879469505,0.4449702174331038,0.46685793154652594
DDX1,4.086606857445198,NA,NA,0.4651698846763517,NA,NA
DDX21,5.61193601424308,NA,NA,0.7159864911715409,NA,NA
DDX24,1.5555352876550317,NA,NA,0.25334600702377424,NA,NA
DDX3X,2.3933629732705586,3.3080165241312223,2.7905329345972096,0.4089171795756426,0.4952799991720186,0.45325992676099175
DDX42,3.0524966062874292,NA,NA,0.4688386722079635,NA,NA
DDX43,1.454588557215157,NA,NA,0.22799752704133278,NA,NA
DDX47,2.2657874215432434,NA,NA,0.4534396226146057,NA,NA
DDX51,3.662449120988774,NA,NA,0.43795991807716506,NA,NA
