RBP,IS_K562,IS_HepG2,IS_avg,VS_K562,VS_HepG2,VS_avg
AARS,2.343501488726616,NA,NA,0.5296325715563426,NA,NA
AATF,8.793934856273518,NA,NA,0.7510726707565464,NA,NA
ABCF1,1.8273571226366336,NA,NA,0.227451478312193,NA,NA
ADAT1,5.499532954214026,NA,NA,0.61545815703301,NA,NA
AGGF1,21.32199387066346,17.43692004856212,19.930180355477738,0.8287372239071588,0.7934644705364379,0.8127009364870197
AKAP1,5.63203142641254,2.678369116405239,5.516659442495463,0.5266625110049886,0.3729634826161744,0.5089755622787849
AKAP8L,4.8198003888910925,NA,NA,0.6757689132909803,NA,NA
APEX1,4.692976495989925,NA,NA,0.6337443330846986,NA,NA
APOBEC3C,5.001634931023515,NA,NA,0.5779534904379969,NA,NA
AQR,1.9232483371033566,1.7115927779150428,1.7556112125839924,0.3905093402633614,0.22722385906856235,0.34224102177872245
BCCIP,NA,3.6079868636139576,NA,NA,0.4946289742376658,NA
BCLAF1,NA,3.2400473529925766,NA,NA,0.48984896953260865,NA
BUD13,1.7003145157902362,1.8461639846443456,1.6952237953462979,0.27266361096733716,0.36376899596617146,0.21441575816949965
CDC40,NA,5.545572009482227,NA,NA,0.7114177235713351,NA
CPEB4,19.565149018354845,NA,NA,0.7688950257987185,NA,NA
CPSF6,6.9807499766233985,NA,NA,0.7120534119529641,NA,NA
CSTF2,NA,5.396004321453586,NA,NA,0.6849856892921816,NA
CSTF2T,5.772300248409156,3.855207431200671,5.066197071648041,0.18221391936630552,0.43274578536373925,0.4670220545488637
DDX1,4.522496393282608,NA,NA,0.4607603412239964,NA,NA
DDX21,4.4410450769073,NA,NA,0.6076665689226374,NA,NA
DDX24,1.8294250264744556,NA,NA,0.3301648973548065,NA,NA
DDX3X,2.6557075294607824,3.475447383844991,3.10507201047218,0.3849099157115505,0.4394203026147932,0.4181853157229312
DDX42,3.6804472337935796,NA,NA,0.217728222620624,NA,NA
DDX43,1.7513343120722942,NA,NA,0.3293456056431166,NA,NA
DDX47,2.516948494492729,NA,NA,0.47608497206071515,NA,NA
DDX51,4.4619293047641815,NA,NA,0.21827531504507494,NA,NA
DDX52,4.488408086401651,1.3331093191020236,1.9459569286682212,0.18022304907787506,0.18452809951023053,0.26707523026652275
DDX55,4.819062684712834,3.8669982566890155,7.60171358634347,0.5395013968867111,0.4910629463010823,0.5838106081554714
DDX59,NA,7.236328334339077,NA,NA,0.5707723853856125,NA
DDX6,6.2651666332131075,3.1506032502079835,4.177091477349587,0.2973353728355672,0.6028387707659175,0.5575224820603184
DGCR8,2.1195646819736873,2.9948785770509936,2.3951363916567496,0.338646260376768,0.12926835278724047,0.3453152040340024
DHX30,3.3032487622549103,3.5765940066611916,3.7544648628244075,0.22322737155350808,0.7052760060156402,0.5009494113483023
DKC1,NA,16.26924562484844,NA,NA,0.8329884851267494,NA
DROSHA,4.143133465446503,3.396747499588166,3.641845928222186,0.19539020192654205,0.42721700753002667,0.16475872080978066
