chr	start	end	name	score	strand	nTC_hnRNPC_Mut1	nTC_hnRNPC_Mut2	nTC_hnRNPC_Mut3	nTC_hnRNPC_Mut4	nTC_hnRNPC_Mut5	nTC_hnRNPC_Mut6	nTC_hnRNPC_Mut7	nTC_hnRNPC_Mut8	nTC_hnRNPC_Mut_inKD1	nTC_hnRNPC_Mut_inKD2	nTC_hnRNPC_Mut_inKD3	nTC_hnRNPC_WT1	nTC_hnRNPC_WT2	nTC_hnRNPC_WT3	nTC_hnRNPC_WT4	nTC_hnRNPC_WT5	nTC_hnRNPC_WT6	nTC_hnRNPC_WT7	nTC_hnRNPC_WT8	nTC_hnRNPC_WT_inKD1	nTC_hnRNPC_WT_inKD2	nTC_hnRNPC_WT_inKD3	nTC_hnRNPC_WT_inRBM25_Mut1	nTC_hnRNPC_WT_inRBM25_Mut2	nTC_hnRNPC_WT_inRBM25_Mut3	nTC_hnRNPC_WT_inRBM25_WT1	nTC_hnRNPC_WT_inRBM25_WT2	nTC_hnRNPC_WT_inRBM25_WT3	nTC_RBM25_Mut1	nTC_RBM25_Mut2	nTC_RBM25_Mut3	nTC_RBM25_Mut4	nTC_RBM25_Mut5	nTC_RBM25_Mut6	nTC_RBM25_Mut7	nTC_RBM25_Mut8	nTC_RBM25_WT1	nTC_RBM25_WT2	nTC_RBM25_WT3	nTC_RBM25_WT4	nTC_RBM25_WT5	nTC_RBM25_WT6	nTC_RBM25_WT7	nTC_RBM25_WT8	BC_hnRNPC_WT_inRBM25_Mut	nTC_hnRNPC_WT_inRBM25_Mut	BC_hnRNPC_WT_inRBM25_WT	nTC_hnRNPC_WT_inRBM25_WT	BC_hnRNPC_Mut	nTC_hnRNPC_Mut	BC_hnRNPC_WT	nTC_hnRNPC_WT	BC_RBM25_Mut	nTC_RBM25_Mut	BC_RBM25_WT	nTC_RBM25_WT	BC_hnRNPC_Mut_inKD	nTC_hnRNPC_Mut_inKD	BC_hnRNPC_WT_inKD	nTC_hnRNPC_WT_inKD	annotation	gene	finalized_annotation	grouped_annotation	annotation_count	external_gene_name
chr1	630724	630744	chr1-4202	67.7	+	3.3969682543611	6.42735482212296	9.39982140339334	66.3775555358881	4.59870017739486	0	0	0	0	0	0.272849583754318	12.2451478601604	65.0845339621946	46.5121471123399	53.251129367702	13.8342465709692	0	0	0	0.320479642652379	0	0	4.43450796773795	1.87813904703004	1.78718419152181	3.14237142201734	3.65202812061653	4.07518305212872	0	11.566309653242	7.43864973629987	7.62334573397573	0	58.1841878651058	98.5395402871131	79.709083388627	0	28.2909440688036	0	0	0	35.1703122370077	42.704018448136	53.931032995006	3	2.69994373542993	3	3.6231941982542	5	11.275050024145	5	23.8659006091708	6	32.8826395830454	4	20.0120384686192	1	0.0909498612514392	1	0.106826547550793	""	""	unannotated	unannotated	0	""
chr1	634880	634900	chr1-47951	2.17	-	0	0	0	0	1.14967504434872	0	0	0	0	0.230385178676377	0	0	0	0	0	0	0	0	0	0	0	0	0.143048644120579	0	0.148932015960151	0	0.442670075226246	0.254698940758045	0	0	0	0	0	0	0	8.61719820417589	59.2697961119014	56.5818881376072	0	0	0	2.51216515978627	0	0	2	0.0973268866935766	2	0.23245633866143	1	0.143709380543589	0	0	1	1.07714977552199	3	14.7954811761619	1	0.0767950595587924	0	0	intron|lncRNA	ENSG00000225880.7	intron	intron	2	LINC00115
chr1	1825458	1825478	chr1-86713	4.34	-	0.485281179194443	6.42735482212296	0	0	1.14967504434872	0	0	0	0	0	0	0	2.16948446540649	13.0234011914552	2.95839607598345	0	0	0	0.321142032450118	0	0	0	0.143048644120579	0	0	0.116384126741383	0.221335037613123	0	0	23.1326193064841	0	0	50.3854486824205	0	0	1.07714977552199	0	84.8728322064107	0	0	49.4878012569902	2.51216515978627	0	0	1	0.0476828813735264	2	0.112573054784835	3	1.00778888070826	4	2.3090529706619	3	9.32440222055332	3	17.1090998278984	0	0	0	0	5'UTR|intron	ENSG00000078369.20	5'UTR	5'UTR	2	GNB1
chr1	3498782	3498802	chr1-115273	2.35	+	0.485281179194443	0	0	11.062925922648	0	0	0	0.651883683090659	0	0	0	6.12257393008021	0	0	0	2.12834562630295	0	0	0	0	0	0	0	0.110478767472355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.666251556663	0	98.9756025139803	2.51216515978627	0	10.7862065990012	1	0.0368262558241184	0	0	3	1.52501134811664	2	1.03136494454789	0	0	4	33.4925282286788	0	0	0	0	""	""	unannotated	unannotated	0	""
chr1	27916105	27916125	chr1-682	27.6	-	3.3969682543611	6.42735482212296	0	22.125851845296	2.29935008869743	0.697029504213369	0	0.651883683090659	0	0.230385178676377	0	36.7354435804812	10.8474223270324	0	5.91679215196689	5.32086406575737	0	2.86508596690444	1.28456812980047	0.320479642652379	1.25334054421926	1.40501468474515	1.14438915296463	0.552393837361776	0.297864031920301	0.698304760448298	1.4386777444853	0.764096822274136	0	0	22.3159492088996	22.8700372019272	50.3854486824205	5.81841878651058	67.4217907227616	31.2373434901376	0	56.5818881376072	0	0	49.4878012569902	20.0973212782901	16.014006918051	21.5724131980024	3	0.664882340748903	3	0.967026442402578	6	4.4498047747227	6	7.87127202774285	6	25.0061235115821	5	20.4691788486176	1	0.0767950595587924	3	0.992944957205597	""	""	unannotated	unannotated	0	""
chr1	30935696	30935716	chr1-1417	69.7	-	2.91168707516666	12.8547096442459	0	11.062925922648	4.59870017739486	0	0	0	2.18748974614181	0.230385178676377	0	24.4902957203208	19.5253601886584	42.7911753433527	50.2927332917186	17.0267650104236	0	0	0	0	0.626670272109632	0	8.01072407075243	2.98292672175359	2.68077628728271	3.60790792898287	5.31204090271495	3.56578517061263	0	23.1326193064841	29.7545989451995	53.3634201378301	0	46.5473502920846	114.098415069289	115.255025980853	59.2697961119014	56.5818881376072	0	0	0	75.364954793588	53.38002306017	86.2896527920096	3	4.55814235992958	3	4.16191133410348	4	3.92850285243193	5	19.2657911943093	6	47.7689287164675	5	41.3607893619095	2	0.805958308272731	1	0.208890090703211	intron	ENSG00000134644.17	intron	intron	1	PUM1
chr1	30949125	30949145	chr1-717	68.5	-	2.91168707516666	0	9.39982140339334	0	2.29935008869743	0	0	0	0	0.230385178676377	0	36.7354435804812	23.8643291194713	37.2097176898719	35.5007529118013	11.7059009446662	0	0	0	0	0.313335136054816	0	8.15377271487301	2.76196918680888	2.23398023940226	3.02598729527596	5.97604601555432	3.31108622985459	0	34.6989289597261	52.0705481540991	38.1167286698786	50.3854486824205	58.1841878651058	93.3532486930545	124.94937396055	118.539592223803	113.163776275214	0	0	0	70.3406244740154	37.366016142119	64.7172395940072	3	4.38324071369472	3	4.10437318022829	3	1.82635732090718	5	18.1270180307865	7	56.4698081231044	5	50.5159060886448	1	0.0767950595587924	1	0.104445045351605	intron	ENSG00000134644.17	intron	intron	1	PUM1
chr1	30968177	30968197	chr1-2786	23.3	-	3.88224943355554	6.42735482212296	9.39982140339334	22.125851845296	3.44902513304614	0	0	0	0	0	0.545699167508635	6.12257393008021	15.1863912578454	13.0234011914552	17.7503764559007	6.38503687890884	0	0	0	0.320479642652379	0	0	2.717924238291	1.43622397714062	1.34038814364136	1.86214602786213	2.8773554889706	1.52819364454827	0	23.1326193064841	44.6318984177992	22.8700372019272	0	23.2736751460423	41.4903327524687	39.8545416943135	118.539592223803	0	0	0	49.4878012569902	10.0486606391451	10.676004612034	10.7862065990012	3	1.83151211969099	3	2.08923172046033	5	5.66053782967675	5	7.30847246427378	6	24.4066380648794	5	24.9422831663716	1	0.181899722502878	1	0.106826547550793	intron	ENSG00000134644.17	intron	intron	1	PUM1
chr1	41173428	41173448	chr1-24778	3.79	-	0.485281179194443	0	0	0	0	0	0.610256023760929	0	0	0.230385178676377	0	0	0	0	0	1.06417281315147	0	0	0	0.320479642652379	0	0	0.858291864723475	0.331436302417066	0.297864031920301	0.116384126741383	0.77467263164593	0.764096822274136	0	0	0	0	0	0	0	0	0	0	77.8331257783313	0	49.4878012569902	0	0	10.7862065990012	3	0.495864066353614	3	0.551717860220483	2	0.136942150369421	1	0.133021601643934	0	0	3	17.2633917042903	1	0.0767950595587924	1	0.106826547550793	intron	ENSG00000010803.19	intron	intron	1	SCMH1
chr1	70231344	70231364	chr1-1301	12.6	+	1.45584353758333	6.42735482212296	0	0	2.29935008869743	1.74257376053342	0.610256023760929	0.651883683090659	4.37497949228363	2.0734666080874	0.818548751262953	0	2.16948446540649	0	2.95839607598345	3.19251843945442	0	0.318342885211604	0.321142032450118	1.28191857060952	0.940005408164448	0.468338228248382	2.28877830592927	2.32005411691946	2.53184427132256	1.74576190112074	2.10268285732467	2.54698940758045	28.4511209741664	0	0	0	0	0	0	0	0	0	77.8331257783313	167.926112510495	0	2.51216515978627	0	0	3	2.38022556472376	3	2.13181138867529	6	1.64840773947359	5	1.11998548731326	1	3.5563901217708	3	31.0339254310766	3	2.42233161721133	3	0.896754069007449	intron	ENSG00000116754.15	intron	intron	1	SRSF11
