chr	start	end	name	score	strand	nTC_hnRNPC_Mut1	nTC_hnRNPC_Mut2	nTC_hnRNPC_Mut3	nTC_hnRNPC_Mut4	nTC_hnRNPC_Mut5	nTC_hnRNPC_Mut6	nTC_hnRNPC_Mut7	nTC_hnRNPC_Mut8	nTC_hnRNPC_Mut_inKD1	nTC_hnRNPC_Mut_inKD2	nTC_hnRNPC_Mut_inKD3	nTC_hnRNPC_WT1	nTC_hnRNPC_WT2	nTC_hnRNPC_WT3	nTC_hnRNPC_WT4	nTC_hnRNPC_WT5	nTC_hnRNPC_WT6	nTC_hnRNPC_WT7	nTC_hnRNPC_WT8	nTC_hnRNPC_WT_inKD1	nTC_hnRNPC_WT_inKD2	nTC_hnRNPC_WT_inKD3	nTC_hnRNPC_WT_inRBM25_Mut1	nTC_hnRNPC_WT_inRBM25_Mut2	nTC_hnRNPC_WT_inRBM25_Mut3	nTC_hnRNPC_WT_inRBM25_WT1	nTC_hnRNPC_WT_inRBM25_WT2	nTC_hnRNPC_WT_inRBM25_WT3	nTC_RBM25_Mut1	nTC_RBM25_Mut2	nTC_RBM25_Mut3	nTC_RBM25_Mut4	nTC_RBM25_Mut5	nTC_RBM25_Mut6	nTC_RBM25_Mut7	nTC_RBM25_Mut8	nTC_RBM25_WT1	nTC_RBM25_WT2	nTC_RBM25_WT3	nTC_RBM25_WT4	nTC_RBM25_WT5	nTC_RBM25_WT6	nTC_RBM25_WT7	nTC_RBM25_WT8	BC_hnRNPC_WT_inRBM25_Mut	nTC_hnRNPC_WT_inRBM25_Mut	BC_hnRNPC_WT_inRBM25_WT	nTC_hnRNPC_WT_inRBM25_WT	BC_hnRNPC_Mut	nTC_hnRNPC_Mut	BC_hnRNPC_WT	nTC_hnRNPC_WT	BC_RBM25_Mut	nTC_RBM25_Mut	BC_RBM25_WT	nTC_RBM25_WT	BC_hnRNPC_Mut_inKD	nTC_hnRNPC_Mut_inKD	BC_hnRNPC_WT_inKD	nTC_hnRNPC_WT_inKD	annotation	gene	finalized_annotation	grouped_annotation	annotation_count	external_gene_name
chr1	629398	629418	chr1-11814	6.86	+	0	0	0	0	0	0	0	0	0	0	0	0	8.67793786162594	3.72097176898719	0	1.06417281315147	0	0	0	0.640959285304759	0	0	0.715243220602896	0.773351372306486	1.04252411172105	0.931073013931064	1.32801022567874	1.52819364454827	0	23.1326193064841	0	0	0	0	5.18629159405858	10.7714977552199	0	0	0	0	0	2.51216515978627	0	0	3	0.843706234876812	3	1.26242562805269	0	0	3	1.68288530547058	3	4.88630108197032	1	0.314020644973283	0	0	1	0.213653095101586	""	ENSG00000225972.1	unannotated	unannotated	0	MTND1P23
chr1	629509	629529	chr1-47947	5.96	-	0	0	9.39982140339334	11.062925922648	0	0	0	0	0	0	0	0	2.16948446540649	1.86048588449359	0	0	0	0	0	0	0	0	0.429145932361737	0.22095753494471	0.148932015960151	0.116384126741383	0.221335037613123	0.50939788151609	0	11.566309653242	0	7.62334573397573	0	0	10.3725831881172	10.7714977552199	0	28.2909440688036	0	0	0	2.51216515978627	5.338002306017	32.3586197970036	3	0.266345161088866	3	0.282372348623532	2	2.55784341575517	2	0.50374629373751	4	5.04171704131935	4	8.5624664164513	0	0	0	0	intron|tRNA|lncRNA	ENSG00000225880.7	intron	intron	3	LINC00115
chr1	629657	629677	chr1-22313	4.15	+	0.485281179194443	0	0	0	0	0	0.305128011880464	0	0	0	0	0	4.33896893081297	0	0	1.06417281315147	0	0	0	0.320479642652379	0	0	0.429145932361737	0.22095753494471	0.297864031920301	0.349152380224149	0.332002556419684	0.764096822274136	0	0	7.43864973629987	15.2466914679515	0	0	0	5.38574887760993	0	0	0	0	0	0	5.338002306017	10.7862065990012	3	0.315989166408916	3	0.48175058630599	2	0.0988011488843634	2	0.675392717995556	3	3.50888626023266	2	2.01552611312727	0	0	1	0.106826547550793	""	ENSG00000225630.1	unannotated	unannotated	0	MTND2P28
chr1	629764	629784	chr1-18828	4.88	+	0	0	0	0	0	0.697029504213369	0.305128011880464	0	0	0.230385178676377	0.272849583754318	0	0	5.58145765348078	0	0	0	0	0	0	0	0.936676456496764	0.286097288241158	0.22095753494471	0.297864031920301	0.465536506965532	0.553337594032807	0.254698940758045	0	11.566309653242	0	0	0	11.6368375730212	5.18629159405858	6.46289865313192	0	0	0	0	0	2.51216515978627	0	0	3	0.26830628503539	3	0.424524347252128	2	0.125269689511729	1	0.697682206685098	4	4.35654218418171	1	0.314020644973283	2	0.167744920810232	1	0.312225485498922	""	ENSG00000225630.1	unannotated	unannotated	0	MTND2P28
chr1	630268	630288	chr1-8248	6.68	+	0	0	0	0	0	0	0	0	0	0	0.545699167508635	0	0	1.86048588449359	0	3.19251843945442	0	0	0	0	0.313335136054816	0.468338228248382	0.858291864723475	0.331436302417066	0.446796047880452	0.931073013931064	0.553337594032807	0.50939788151609	0	11.566309653242	0	15.2466914679515	0	0	15.5588747821758	5.38574887760993	0	0	0	0	0	10.0486606391451	0	0	3	0.545508071673664	3	0.664602829826654	0	0	2	0.631625540493502	4	5.9697030976224	1	1.25608257989313	1	0.181899722502878	2	0.260557788101066	""	ENSG00000225630.1	unannotated	unannotated	0	MTND2P28
chr1	630724	630744	chr1-4202	67.7	+	3.3969682543611	6.42735482212296	9.39982140339334	66.3775555358881	4.59870017739486	0	0	0	0	0	0.272849583754318	12.2451478601604	65.0845339621946	46.5121471123399	53.251129367702	13.8342465709692	0	0	0	0.320479642652379	0	0	4.43450796773795	1.87813904703004	1.78718419152181	3.14237142201734	3.65202812061653	4.07518305212872	0	11.566309653242	7.43864973629987	7.62334573397573	0	58.1841878651058	98.5395402871131	79.709083388627	0	28.2909440688036	0	0	0	35.1703122370077	42.704018448136	53.931032995006	3	2.69994373542993	3	3.6231941982542	5	11.275050024145	5	23.8659006091708	6	32.8826395830454	4	20.0120384686192	1	0.0909498612514392	1	0.106826547550793	""	""	unannotated	unannotated	0	""
chr1	630772	630792	chr1-53483	5.42	-	0	0	0	0	0	0	0	0	0	0	0	6.12257393008021	6.50845339621946	1.86048588449359	2.95839607598345	2.12834562630295	0	0	0	0	0	0	0.429145932361737	0.110478767472355	0.148932015960151	0.232768253482766	0.442670075226246	0	0	0	7.43864973629987	0	0	5.81841878651058	10.3725831881172	7.54004842865391	0	0	0	0	0	2.51216515978627	0	0	3	0.229518905264748	2	0.225146109569671	0	0	5	2.44728186413496	4	3.89621251744769	1	0.314020644973283	0	0	0	0	intron|lncRNA	ENSG00000225880.7	intron	intron	2	LINC00115
chr1	631109	631129	chr1-7699	6.5	+	0.485281179194443	0	0	11.062925922648	1.14967504434872	0	0.305128011880464	0	0	0.460770357352754	0	0	8.67793786162594	0	2.95839607598345	1.06417281315147	0	0	0	0	0	0.468338228248382	0.429145932361737	0	0.446796047880452	0.698304760448298	0.332002556419684	0.764096822274136	28.4511209741664	0	14.8772994725997	30.4933829359029	0	29.0920939325529	15.5588747821758	9.69434797969788	0	0	0	0	0	5.02433031957253	5.338002306017	10.7862065990012	2	0.29198066008073	3	0.598134713047373	4	1.62537626975896	3	1.58756334384511	6	16.0208900096369	3	2.64356740307384	1	0.153590119117585	1	0.156112742749461	""	ENSG00000237973.1	unannotated	unannotated	0	MTCO1P12
chr1	631287	631307	chr1-20450	4.52	+	0	0	0	0	1.14967504434872	0	0.305128011880464	0	0	0	0.272849583754318	0	2.16948446540649	0	0	0	0	0	0	0.640959285304759	0.626670272109632	0	0.143048644120579	0.110478767472355	0.595728063840602	0.116384126741383	0.442670075226246	0.254698940758045	0	0	0	0	0	11.6368375730212	5.18629159405858	8.61719820417589	0	0	0	0	0	7.5364954793588	5.338002306017	0	3	0.283085158477846	3	0.271251047575225	2	0.181850382028647	1	0.271185558175811	3	3.18004092140695	2	1.60931222317197	1	0.0909498612514392	2	0.422543185804797	""	ENSG00000237973.1	unannotated	unannotated	0	MTCO1P12
chr1	632125	632145	chr1-18829	5.06	+	0	0	0	0	0	0	0	0	0	0	0	6.12257393008021	0	1.86048588449359	5.91679215196689	0	0	0	0	0.320479642652379	0	0	0.286097288241158	0.110478767472355	0.148932015960151	0.116384126741383	0	0	28.4511209741664	23.1326193064841	7.43864973629987	22.8700372019272	0	0	10.3725831881172	8.61719820417589	0	0	0	0	0	5.02433031957253	5.338002306017	10.7862065990012	3	0.181836023891221	1	0.0387947089137943	0	0	3	1.73748149581759	6	12.6102760763963	3	2.64356740307384	0	0	1	0.106826547550793	""	ENSG00000237973.1	unannotated	unannotated	0	MTCO1P12
